wav_filename,wav_filesize,transcript
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180830.wav,156,mwinyi alikuwa mwenyekiti wa baraza la mapinduzi zanzibar
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180832.wav,111,Huu ni mlima wa tano kwa urefu Arusha
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180833.wav,251,michuano ya kombe la dunia ilianzishwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180834.wav,173,Uoto wa baharini samaki na viumbe wengine wa baharini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180835.wav,165,Matokeo ya awali ya vipimo yanaweza kuwa tayari ndani ya masaa mawili
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180838.wav,237,Aliendeleza sera za watangulizi wake akitokea chama hichohicho cha mapinduzi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180839.wav,228,Hapo si rahisi tena kutofautisha kati ya habari maoni na uvumi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180841.wav,144,abedi ayew pele alikuwa mchezaji bora wa afrika
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180842.wav,179,Wasukuma wamegawanyika katika makundi makuu manne
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180867.wav,263,Tembo na Nyani pia wapo Chui bila kusahau Pundamilia na wanyama wengine wanaokula majani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180897.wav,205,Ukosefu wa amani unatokana na watu kuzingatia tu mahitaji ya kimwili
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180898.wav,144,Njiani aliangamiza vijiji alivyokutana navyo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180899.wav,174,mbuni huatamia mayai kwa siku thelathini na tano
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180901.wav,213,Wakati akihutubia baraza la wadau wa kibiashara kutoka Kenya na Tanzania
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180943.wav,243,Mapema mwezi Januari elfu moja mia tisa sabini na mbili
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180944.wav,150,Ada yake kwa mtu wa miaka kumi na sita na kuendelea
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180945.wav,295,Idadi kubwa ya watu hao walikuwa watu wa dini waliosukumwa na sababu za ubinadamu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180946.wav,209,Elimu ya kimtaala Dini na vitu vingine kama kilimo cha kisasa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180947.wav,248,Mwananchi wa kawaida akiona mnyama amevamia shamba anasema ni kazi yetu kumtoa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180978.wav,188,mataifa yanavutiwa na maonyesho ya blob yanayofanyika kila mwaka
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180980.wav,179,just fontaine alifunga mabao kumi na tatu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30180981.wav,179,Husababishwa na kuvimba kwa mizizi ya meno
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181017.wav,184,Hukubaliana kumpa mtoto mwanamke ambaye imeonekana hawezi kuzaa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181018.wav,176,Rikodi ya miaka minne ya ujenzi wa meli hiyo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181019.wav,289,Maji hayo yanayobubujika kutoka ardhini huonekana yakitoa moshi kama vile maji yanayochemka jikoni
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181021.wav,128,Alishinda tuzo ya mchezaji bora wa dunia mara tano
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181039.wav,110,Timu kubwa zilionesha kumuhitaji Guardiola
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181040.wav,237,Zilizounganisha mji huo na Ujerumani ya Magharibi na kuzuia vyakula
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181043.wav,282,kilimo cha mazao mbalimbali ya biashara na chakula kinafanyika maeneo ya mlima uluguru
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181066.wav,242,Hasa ya wakazi wa Bagamoyo Lakini pia hata mashirika mbalimbali ya kimataifa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181069.wav,263,Wanyiramba ni warembo sana sura matata wanapatikana mkoa wa singida kaskazini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181070.wav,78,Nyanchage na Wangwe pia Mongoso na Nano na bila kumsahau Mendi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181096.wav,151,Mtoto wa kiume hutahiriwa akiwa na umri wa miaka saba
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181098.wav,153,Ambayo huambatana sana na vichekesho na mizaha
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181143.wav,219,Nchi nyingi duniani zimekuwa na machafuko ya kivita na zenye upungufu wa chakula
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181145.wav,148,Mganga ambaye aliishi katika mlima Hanah
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181147.wav,142,barabara hiyo ilikuwa na manufaa makubwa kwa taifa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181173.wav,217,Utawala wa Wareno ulibakia tu katika bandari na maeneo ya kusini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181175.wav,180,Halmashauri ya wilaya ya Songwe na halmashauri ya wilaya ya Ileje
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181176.wav,203,Hata hivyo muundo wa mwili ni sawa na mamalia wengine
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181178.wav,320,Maalim Self aliendelea na masomo ya sekondari katika shule hiyo hiyo ya wavulana wete
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181219.wav,78,New Generationb United Service na New Kings Karume
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181221.wav,161,Kwani limeongeza mzunguko wa biashara kutoka nchi moja na nyingine
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181222.wav,167,wilaya ya muheza mkoani tanga imebarikiwa uoto mwingi wa asili
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181261.wav,168,rais nyerere alikuwa na uhusiano na viongozi wengi duniani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181262.wav,236,xavi ni kiungo wa zamani ya timu ya taifa ya hispania
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181265.wav,228,Ni ngumu kufanya hivyo kwa sababu Wadatooga wameshasambaratishwa na Wabantu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181292.wav,203,Wachunguzi wa mambo wanasema Rais Mkapa ni kati ya watanzania wachache sana
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181293.wav,219,Ni kawaida kukuta familia moja kuna mchanganyiko wa waislamu na wakiristo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181294.wav,148,Waliwauliza watu hao kuwa ninyi ni wakina nani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181295.wav,167,Walikuwa wanaandika habari za watu wa maeneo hayo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181328.wav,263,Alipewa cheo cha luteni na kuwa mmoja kati wa Waganda wawili kuwa maafisa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181329.wav,191,jane goodal aliandika vitabu kuhusiana na sokwe hao
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181331.wav,289,Watalii hupita kwenye magofu haya wakiyachungulia baadhi wakiyapiga picha kandokando ya barabara nyembamba
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181361.wav,134,Ardhi ya Afghanistan dhidi ya uvamizi wa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181369.wav,214,Tausi dume ana mkia wenye Urefu wa sentimita mia na hamsini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181397.wav,156,kapelekea mapumziko ya siku nne nchini Zaire
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181401.wav,107,wakati wa miaka yake mitano madarakani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181403.wav,277,Hali ya hewa na vivutio vya kitalii viliwavutia walowezi na wakoloni wakaweka makazi yao
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181433.wav,124,Dada alikusanya waheshimiwa wengi wa sherehe
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181434.wav,197,pochetino aliijenga tottenham kuwa timu ya ushindani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181436.wav,151,chenga za lionel mesi ziliwatengua nyonga mabeki
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181454.wav,127,Barcelona ya Pep ilikuwa bora sana
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181455.wav,292,Chama ama hicho alikisaidia kukijenga alipokuwa mwanafunzi katika chuo kikuu cha Makerere
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181456.wav,144,Mwalimu Nyerere ni kati ya viingozi wachache wa Afrika
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181458.wav,220,Kabla ya malezi ya vector alichaguliwa kulingana na mahitaji ya ndani ya nchi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181459.wav,163,Wengine waliona nafasi ya kujichukulia mali ya Kanisa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181510.wav,292,Mehmet Ali Agca alimfyatulia risasi Ingawa alilenga vizuri na kumsababisha
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181514.wav,130,Tanzania na Kenya pia Msumbiji bila kuisahau Somalia
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181515.wav,184,Anasema mafanikio ya kisiwa hicho yaliendelea hadi karne ya kumi na nne
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181548.wav,209,Lengo la kuhakikisha usalama na uimara katika mfumo wa shughuli za kibenki
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181550.wav,122,Jamii hii Pacha wakionekana ni mkosi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181551.wav,156,na Msitu wa Nyumbanitu wenye kuku wa ajabu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181553.wav,266,Mavi ya ngombe huhakikisha kuwa paa halivuji na maji ya mvua yasiweze kupita
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181581.wav,171,Inaelezwa kwamba Munyigumba alimtokea Mkwawa kwenye ndoto
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181582.wav,159,makazi ya kaole yalihamishwa kutokana na sababu mbalimba za kijamii
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181584.wav,222,Mashindano ya kuongeza silaha mpya yalishinda uwezo wa uchumi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181585.wav,157,Kutokana na kura ya nguvu hawawezi kuondolewa bila kukubali wenyewe
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181605.wav,190,Hupelekea kushindwa kunywa maji mara nyingi kutokana na chakula anachokula
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181606.wav,205,Aliweka bayana kuwa yeye na Waziri wa nishati na Madini Profesa Sospeter Muhongo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181607.wav,165,Wakifanya biashara za aina mbalimbali kwa ajili ya kujiongezea kipato
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181609.wav,220,wala kugeuka na hivyo kujikuta ikiugonga na kusababisha mpasuko
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181625.wav,234,Kabila la Warangi hupatikana katika wilaya ya Kondoa iliyopo mkoani Dodoma
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181626.wav,145,Hilo ni jambo la kupongezwa kwa serikali ya awamu ya tano
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181627.wav,124,wachezaji wengi wazuri wakicheza kombe la dunia
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181628.wav,128,Wanajeshi nane wa Tanzania pia waliuawa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181636.wav,202,Ripoti hizo awali hazikuushtua uongozi wa jeshi la Tanzania
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181638.wav,211,Wakati wote wakisonga mbele wanajeshi wa Tanzania walikuwa wakisema tena kwa furaha
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181639.wav,142,wakati wa ukoloni tanzania ilianza kutawaliwa na wajerumani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181640.wav,153,Unaonekana kuwa na manufaa mengi kwa wanajamii wa kabila hilo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181643.wav,122,mzee mkapa alijenga hospitali nyingi sana
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181644.wav,222,Pia Waha ni wavuvi wa samaki katika ziwa Tanganyika mto Malagarasi na Mto Rwiche
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181645.wav,122,Wengine wakahama na kadhia za kila namna
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181654.wav,110,Nakubaliana na kauli ya hayati Magufuli
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181691.wav,211,Virusi hivi vilipewa jina la ukimwi vilipogunduliwa nchini marekani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181692.wav,249,Kenya iliiuzia Uganda bidhaa za thamani ya dola milioni mia mbili ishirini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181693.wav,139,Hakuna nchi isiyo kuwa na madini katika bara la Afrika
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181694.wav,288,Kasi ya usambazaji hutegemea aina ya kimelea pia mbu msambazaji binadamu anayeumwa na mazingira
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181722.wav,176,Mwalimu akiwa mzee Paul Pera kati ya wadigo wa awali kukubali Ukiristo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181723.wav,194,Sehemu kubwa ya Halmashauri hii ni eneo la Serengeti Ecosystem
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181724.wav,237,nchi yako na ujifunze huko kwani maeneo mbalimbali ni shule nzuri ya kuongeza maarifa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181727.wav,179,Rasilimali ya msitu huu ni kubwa mno na ya kutosha
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181753.wav,188,Mji wa Timbuktu ulitawaliwa na tajiri aliyeitwa Mansa Musa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181754.wav,122,tanzania ni nchi iliyo salama zaidi duniani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181757.wav,240,kuna vidokezo vya kukusaidia kujiandaa mlima mrefu kuliko zote Tanzania
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181801.wav,240,Na baada ya muda huchezewa ngoma ya kwaluka inayohitimisha mafunzo kwa njia za jadi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181802.wav,251,Uwezo wake wa kimaongezi na kuunganisha watu ulimwezesha kufanikisha Tanganyika kupata uhuru
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181804.wav,203,Ambayo inalifanya eneo hilo kuwa na mvua za kutosha kila mwaka
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181805.wav,188,Ustawi wa chakula unapokuwa mzuri huasaidia kuepusha janga la njaa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181806.wav,161,mandela alikivutia sana kizazi cha afrika kusini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181834.wav,138,wabena wanabadilishana mazao na mali mbalimbali
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181835.wav,122,watu wengi hawawezi kuhisi tofauti
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181836.wav,182,Tangu mwaka jana tumeanza kufanya matamasha ili kukumbuka siku hii
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181838.wav,202,nyerere aliteuliwa kwa kupigiwa kura za ndiyo na wanachama wa tanu
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181899.wav,163,Alikuwa paroko msaidizi wa parokia ya mtakatifu Petro oysterbay
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181903.wav,214,Huko alianza kushiriki katika majadiliano ya kisiasa kwa ajili ya kudai uhuru
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181906.wav,148,Hufuga mifugo kama ngombe mbuzi na kondoo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181924.wav,167,Kinachoumiza zaidi ni kuona wakimbizi wakiwa na watoto wadogo
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181927.wav,232,Familia au ukoo na siku hiyo wali au watahiriwa walikusanywa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181928.wav,105,harry kane alifunga mabao sita pekee
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181942.wav,121,Ninacho kiamini ni kuwa hakuna mtu yeyote
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181943.wav,151,Seif ambaye ni maarufu zaidi kwa jina la Matonya
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181944.wav,237,Ambaye sifa zake ni kama za simba lakini wengi wanapendelea kumuita Mamba
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181945.wav,148,Utamaduni wao yaani mavazi yao ilikuwa ni magome
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181946.wav,167,Vuguvugu hizi zilianzishwa na chama cha ukoloni cha Marekani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181971.wav,226,Vivutio hivi ni utajiri mkubwa wa kujivunia na kila Mtanzania
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181972.wav,277,paulo alianza kazi ya upapa mwaka wa elfu moja mia tisa sabini na nane
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181974.wav,214,manchester united ndiyo timu ya kwanza kutwaa kombe la ulaya kutoka uingereza
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181976.wav,213,Uganda walishinda jeshi la Amin na kumfukuza dikteta nchini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181998.wav,150,ufaransa ilikuwa na kikosi cha dhahabu duniani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30181999.wav,133,Tende ni miongoni mwa vyakula vyenye faida kubwa mwilini
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182000.wav,202,wakati wa ujana alianza kazi yake katika klabu ya soka ya Mkamba rangers
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182024.wav,138,Kujifunza jinsi ya kujenga vifaa wao wenyewe
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182026.wav,171,Kuna uchungu kwenda haja ndogo na wakati mwingine hata haiwezekani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182028.wav,295,Wengi hawaijui historia ya Mkude lakini gazeti la Msimbazi limefanikisha kuipata
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182030.wav,207,Wasangu walirudishwa katika eneo lao la awali wakarudi kutoka Usafwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182031.wav,194,Na kuiingizia mapato serikali kwa ajili ya kuendesha shughuli mbalimbali za kijamiii
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182043.wav,220,Taifa la Jamhuri ya Kidemokrasia ya Congo linapata pesa nyingi sana za kigeni
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182044.wav,211,Mpangile alisimikwa kama kiongozi mpya wa Uhehe penyewe
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182045.wav,197,nchi ya nigeria ilikuwa na nyota kama victor ikpeba na emmanuel amunike
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182046.wav,119,uchaguzi mkuu wa tanzania unahusisha vyama vingi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182047.wav,168,samia alikuwa mjumbe maalum wa bunge la wawakilishi la zanzibar
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182080.wav,150,anajenga timu inayotafuta ushinda wa mataji
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182081.wav,265,Kila mfadhili haina budi kuwa katika kundi linalolingana na umri wa mama au mtoto
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182085.wav,116,michuano ya Kombe la dunia ililisimamishwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182122.wav,234,Wakati mafuriko yanapofika mikoa mingine inaweza kuonya na kuwaokoa watu kuzuia
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182123.wav,243,Je kuna hali yoyote ya uwajibikaji kwa waliopewa dhana ya kusimamia sheria
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182125.wav,190,hifadhi hiyo ilipingwa na wabunge kabla ya hayati magufuli kuiidhinisha
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182176.wav,230,Likiwa kilomita za mraba Laki tisa arobaini na tano elfu na themanini na saba
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182177.wav,156,mto ruvu unapatikana mkoa wa morogoro na mkoa wa pwani
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182178.wav,232,Huyu alitabiri kuwa Maksai mwekundu alionekana katika maamkio yake
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182180.wav,148,Wanyama wanaopatikana ndani ya hifadhi hii ni wengi
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182231.wav,156,Hivyo wasukuma ni kabila linalopatikana Kanda ya ziwa
/media/ks/Elements/cv-corpus-9.0-2022-04-27/sw/clips/clips_wav/common_voice_sw_30182233.wav,240,Ukifika hapo unaweza kuona wanyama kama Simba Chui Fisi Tumbili swala na ngedele
